,id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
427,427,0,2,51,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2700,2700,0,2,41,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4408,4408,0,0,21,-1,0,9,0,0,2,1,9,1,9,1,2,1,-1,18,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
905,905,0,0,28,0,0,6,0,1,5,1,6,0,5,0,5,0,-1,27,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4601,4601,0,0,35,0,0,3,0,0,0,2,3,-1,4,-1,0,1,-2,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
4615,4615,0,0,40,0,2,6,0,0,23,54,6,0,8,1,23,0,30,31,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
4758,4758,0,0,66,1,0,2,0,0,5,1,2,-1,1,-1,5,1,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2314,2314,0,0,20,-1,0,4,0,1,1,1,4,-1,7,0,1,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
774,774,0,2,56,1,0,1,0,0,0,1,1,-1,1,-1,0,1,0,-1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1642,1642,0,0,21,-1,0,8,1,1,3,0,8,1,8,1,3,0,0,17,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3875,3875,0,5,24,-1,0,6,0,0,5,1,6,0,5,0,5,1,-1,1,6,0.469041561,0,0,1,0,0,0,0,0,0,0,0,1,0
5218,5218,0,3,24,-1,0,5,0,0,0,1,5,0,4,-1,0,1,-1,32,4,0.532188841,1,0,0,0,0,1,0,1,0,0,0,0,0
822,822,0,0,30,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
376,376,0,0,34,0,0,7,1,0,10,0,7,0,2,-1,10,1,0,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
156,156,0,2,27,0,0,5,0,0,8,1,5,0,3,-1,8,1,-1,68,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5310,5310,0,0,23,-1,0,4,0,0,0,1,4,-1,5,0,0,1,-1,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,0
3382,3382,0,0,32,0,0,7,0,0,0,1,7,0,4,-1,0,1,-1,24,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3991,3991,0,2,59,1,0,1,0,0,3,0,1,-1,1,-1,3,0,0,1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
6082,6082,0,0,56,1,0,2,0,0,5,1,2,-1,2,-1,5,1,-1,597,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,1
2506,2506,0,0,42,0,0,2,0,0,1,17,2,-1,2,-1,1,0,-17,17,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4543,4543,0,2,62,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,3,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1325,1325,1,0,32,0,0,3,0,0,0,1,3,-1,2,-1,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
1389,1389,0,2,27,0,0,3,0,0,0,1,3,-1,4,-1,0,1,-1,4,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5694,5694,0,0,40,0,0,9,0,0,5,1,9,1,10,1,5,1,0,55,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
3088,3088,0,2,39,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
47,47,0,5,21,-1,0,6,0,0,1,1,6,0,6,0,1,1,0,3,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
1839,1839,0,0,45,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
6056,6056,0,2,63,1,0,4,0,0,10,0,4,-1,1,-1,10,1,0,2,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,1
1856,1856,0,2,25,0,0,3,0,0,1,0,3,-1,4,-1,1,0,0,42,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
6079,6079,1,0,35,0,0,3,0,0,5,1,3,-1,3,-1,5,1,-1,0,1,0.460869565,0,1,0,0,0,0,1,0,0,0,0,0,0
2932,2932,1,2,43,0,0,2,0,0,0,1,2,-1,1,-1,0,0,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
182,182,0,2,34,0,0,1,0,0,1,0,1,-1,1,-1,1,0,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5501,5501,0,2,69,1,0,2,0,0,6,1,2,-1,1,-1,6,1,-1,1,2,0.48852459,0,0,0,1,0,0,0,0,1,0,0,0,1
3959,3959,0,2,30,0,0,3,0,0,1,1,3,-1,2,-1,1,0,-1,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
3109,3109,0,0,35,0,0,8,0,0,1,1,8,1,4,-1,1,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2469,2469,0,5,25,0,0,4,0,0,0,1,4,-1,3,-1,0,1,-1,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
1774,1774,0,0,24,-1,0,3,0,0,0,1,3,-1,4,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1845,1845,0,3,35,0,0,2,0,0,5,2,2,-1,1,-1,5,0,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
3706,3706,1,2,39,0,0,4,0,0,1,1,4,-1,3,-1,1,1,-1,106,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
2319,2319,0,0,33,0,0,9,0,3,18,1,9,1,8,1,18,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3255,3255,0,2,30,0,0,2,0,0,0,1,2,-1,3,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5302,5302,1,2,20,-1,0,8,0,0,0,1,8,1,9,1,0,1,-1,18,3,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,1
221,221,1,0,24,-1,0,10,0,0,3,1,10,1,9,1,3,1,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
519,519,0,0,42,0,1,8,0,1,13,1,8,1,6,0,13,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5475,5475,0,0,45,1,0,9,0,0,3,35,9,1,1,-1,3,1,6,36,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
1965,1965,0,2,54,1,0,2,0,0,2,0,2,-1,1,-1,2,1,0,97,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3148,3148,0,2,24,-1,0,2,0,0,1,1,2,-1,3,-1,1,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1994,1994,0,2,32,0,0,1,0,0,2,0,1,-1,1,-1,2,1,0,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3398,3398,0,5,35,0,0,5,0,0,2,1,5,0,3,-1,2,1,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
2539,2539,0,0,30,0,0,2,0,0,3,0,2,-1,2,-1,3,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2956,2956,1,0,28,0,0,8,0,0,5,1,8,1,7,0,5,0,-1,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1390,1390,0,0,22,-1,0,3,0,0,0,1,3,-1,5,0,0,1,0,-1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2329,2329,1,0,33,0,0,3,0,0,0,0,3,-1,2,-1,0,1,0,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4686,4686,0,0,25,0,0,8,0,0,1,1,8,1,8,1,1,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
881,881,0,2,32,0,0,1,0,0,0,0,1,-1,1,-1,0,1,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4195,4195,0,2,31,0,0,4,0,0,1,0,4,-1,2,-1,1,1,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
1143,1143,0,0,25,0,0,10,1,0,21,1,10,1,10,1,21,1,-14,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3577,3577,0,0,24,-1,0,6,0,0,0,1,6,0,5,0,0,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
764,764,0,2,56,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5292,5292,0,0,29,0,0,4,0,0,7,1,4,-1,5,0,7,1,-1,1,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
2484,2484,0,3,26,0,0,1,0,1,2,1,1,-1,2,-1,2,0,0,-1,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
1630,1630,0,0,24,-1,0,9,0,0,0,1,9,1,9,1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
842,842,0,2,66,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,19,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5466,5466,0,0,34,0,0,10,2,1,19,1,10,1,6,0,19,1,-1,4,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
361,361,0,2,26,0,0,2,0,0,1,0,2,-1,3,-1,1,1,0,16,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
348,348,0,0,23,-1,0,10,0,1,2,0,10,1,9,1,2,0,0,80,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2686,2686,0,2,29,0,4,9,1,0,10,1,9,1,5,0,10,1,-1,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4713,4713,0,3,26,0,0,2,0,1,0,1,2,-1,2,-1,0,1,-1,0,4,0.469041561,0,0,1,0,0,1,0,1,0,0,0,0,0
103,103,0,0,41,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3144,3144,1,2,27,0,0,5,0,0,1,0,5,0,5,0,1,1,-1,25,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2565,2565,0,2,59,1,0,1,0,0,2,1,1,-1,1,-1,2,0,-1,6,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2035,2035,0,0,29,0,0,7,0,0,6,1,7,0,4,-1,6,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1566,1566,1,2,52,1,0,2,0,0,0,1,2,-1,2,-1,0,1,-1,118,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3365,3365,0,2,33,0,0,1,0,0,0,2,1,-1,1,-1,0,0,-2,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3940,3940,0,0,37,0,0,7,0,0,2,0,7,0,6,0,2,1,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
1593,1593,0,0,57,1,0,8,0,0,23,1,8,1,7,0,23,1,-1,30,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1939,1939,0,2,32,0,0,2,0,0,0,1,2,-1,1,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4623,4623,0,0,31,0,0,9,0,0,0,1,9,1,4,-1,0,0,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
1950,1950,0,0,24,-1,0,2,1,0,1,1,2,-1,4,-1,1,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4485,4485,0,0,43,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
2550,2550,0,2,33,0,0,9,0,0,10,0,9,1,8,1,10,1,0,117,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2497,2497,0,0,38,0,0,4,0,0,1,1,4,-1,1,-1,1,1,-1,77,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3597,3597,0,2,26,0,0,4,0,0,0,1,4,-1,2,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1270,1270,1,2,31,0,0,5,0,0,1,1,5,0,4,-1,1,0,-1,10,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3250,3250,1,2,55,1,0,1,0,0,0,3,1,-1,1,-1,0,0,-3,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5300,5300,0,3,35,0,0,2,0,0,0,1,2,-1,2,-1,0,1,-1,87,4,0.532188841,1,0,0,0,0,1,0,1,0,0,0,0,1
2717,2717,1,0,36,0,0,5,0,0,1,1,5,0,1,-1,1,0,0,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4664,4664,0,2,40,0,0,1,0,0,5,42,1,-1,2,-1,5,1,7,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
1078,1078,0,2,43,0,0,6,0,0,1,1,6,0,4,-1,1,1,-1,69,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4917,4917,0,2,47,1,0,1,0,0,0,2,1,-1,1,-1,0,0,-1,-1,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
4116,4116,0,0,41,0,0,9,0,0,25,1,9,1,9,1,25,1,-1,185,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
628,628,0,0,35,0,0,8,0,0,4,1,8,1,3,-1,4,1,-1,353,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1977,1977,1,0,32,0,0,6,0,0,3,1,6,0,4,-1,3,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
3322,3322,0,2,24,-1,0,2,0,0,0,1,2,-1,3,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
5955,5955,0,2,41,0,0,6,0,0,1,7,6,0,4,-1,1,1,-6,6,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,0
3716,3716,1,0,31,0,0,3,0,0,0,1,3,-1,2,-1,0,1,-1,1,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,1
2122,2122,0,0,27,0,0,5,0,0,2,1,5,0,3,-1,2,0,-1,15,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4015,4015,0,2,37,0,0,1,0,0,0,3,1,-1,1,-1,0,0,-3,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1099,1099,1,0,30,0,0,2,0,0,0,1,2,-1,2,-1,0,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4450,4450,0,0,41,0,1,10,1,0,24,1,10,1,3,-1,24,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2747,2747,0,0,25,0,0,3,0,0,0,1,3,-1,5,0,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2204,2204,1,0,31,0,0,2,0,0,2,1,2,-1,2,-1,2,1,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
3212,3212,0,0,18,-1,5,5,0,2,4,138,5,0,9,1,4,1,7,23,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4066,4066,0,5,46,1,0,3,0,0,2,1,3,-1,4,-1,2,1,-1,1,6,0.469041561,0,0,1,0,0,0,0,0,0,0,0,1,0
3738,3738,0,0,52,1,0,6,0,0,3,1,6,0,2,-1,3,1,0,24,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5551,5551,1,0,32,0,0,2,0,0,0,1,2,-1,1,-1,0,1,-1,0,1,0.48852459,0,0,0,1,0,0,1,0,0,0,0,0,0
2655,2655,0,0,19,-1,0,4,0,0,1,1,4,-1,7,0,1,1,-1,3,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4877,4877,0,0,22,-1,0,4,0,0,0,1,4,-1,7,0,0,1,-1,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
130,130,1,0,41,0,0,3,0,0,2,1,3,-1,1,-1,2,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
2075,2075,0,2,45,1,0,2,0,0,7,1,2,-1,2,-1,7,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
868,868,0,0,51,1,0,2,0,0,1,1,2,-1,2,-1,1,1,-1,162,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3259,3259,0,0,30,0,0,7,0,0,3,1,7,0,7,0,3,0,-1,206,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5914,5914,0,0,27,0,0,7,2,0,17,0,7,0,4,-1,17,1,0,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
6161,6161,0,5,37,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,6,0.460869565,0,1,0,0,0,0,0,0,0,0,0,1,0
5362,5362,0,0,22,-1,0,9,0,1,0,0,9,1,7,0,0,0,0,21,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
1605,1605,0,0,35,0,0,8,0,1,5,16,8,1,5,0,5,1,-19,6,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
36,36,0,2,27,0,0,6,0,1,1,1,6,0,3,-1,1,1,-1,14,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2176,2176,0,2,36,0,0,2,0,0,1,0,2,-1,1,-1,1,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3459,3459,0,3,28,0,0,8,0,0,3,1,8,1,8,1,3,1,-1,165,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
1374,1374,1,0,28,0,0,5,0,0,3,16,5,0,4,-1,3,1,-16,16,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
354,354,0,0,24,-1,0,6,0,0,1,1,6,0,4,-1,1,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5543,5543,1,0,28,0,0,7,0,0,10,36,7,0,4,-1,10,0,15,3,1,0.48852459,0,0,0,1,0,0,1,0,0,0,0,0,1
1797,1797,0,0,34,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
438,438,1,0,52,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
2101,2101,1,2,51,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,7,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
796,796,1,2,57,1,0,4,0,0,0,1,4,-1,1,-1,0,0,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2084,2084,0,0,21,-1,1,10,0,0,1,1,10,1,9,1,1,1,-1,5,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5010,5010,0,0,28,0,0,2,0,0,1,0,2,-1,2,-1,1,1,0,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
311,311,0,2,27,0,0,6,0,0,6,1,6,0,4,-1,6,1,-1,34,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3358,3358,0,5,31,0,0,2,1,0,5,0,2,-1,2,-1,5,0,0,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
3019,3019,0,2,33,0,0,9,0,0,9,1,9,1,5,0,9,1,-1,49,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
387,387,0,0,25,0,0,6,0,0,6,1,6,0,5,0,6,1,-1,6,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5707,5707,1,0,27,0,0,5,0,0,1,1,5,0,4,-1,1,1,0,0,1,0.48852459,0,0,0,1,0,0,1,0,0,0,0,0,1
4684,4684,0,2,24,-1,0,5,0,0,3,0,5,0,4,-1,3,1,0,35,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
5717,5717,0,0,29,0,0,6,0,0,0,0,6,0,3,-1,0,1,0,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
2987,2987,0,0,32,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
345,345,0,0,22,-1,0,9,0,1,3,0,9,1,8,1,3,1,0,323,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
494,494,0,2,32,0,1,4,0,0,8,2,4,-1,4,-1,8,1,-2,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5418,5418,0,0,33,0,0,2,0,0,0,1,2,-1,1,-1,0,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
2780,2780,0,0,30,0,0,3,0,0,1,1,3,-1,3,-1,1,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5566,5566,0,0,31,0,0,5,1,3,10,1,5,0,3,-1,10,1,-1,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
6138,6138,0,0,28,0,0,7,0,0,7,1,7,0,4,-1,7,0,-1,0,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,0
2262,2262,0,0,22,-1,0,4,0,0,0,1,4,-1,6,0,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3376,3376,1,2,20,-1,0,6,0,0,0,1,6,0,6,0,0,0,-1,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4421,4421,0,2,23,-1,0,9,0,0,0,0,9,1,9,1,0,1,0,1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
3175,3175,0,2,22,-1,0,5,0,0,1,1,5,0,5,0,1,0,0,8,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4304,4304,0,2,33,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
5875,5875,1,3,36,0,0,1,0,0,9,1,1,-1,1,-1,9,1,-1,0,5,0.48852459,0,0,0,1,0,0,0,1,0,0,0,0,1
6096,6096,1,5,28,0,0,2,0,1,1,0,2,-1,2,-1,1,1,0,0,7,0.460869565,0,1,0,0,0,0,0,0,0,0,0,1,0
1914,1914,1,2,45,1,0,1,0,0,0,0,1,-1,1,-1,0,0,0,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3131,3131,0,2,20,-1,0,10,4,0,4,1,10,1,10,1,4,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1003,1003,0,0,29,0,0,8,0,0,8,0,8,1,4,-1,8,1,-1,13,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5630,5630,0,2,27,0,0,3,0,0,0,0,3,-1,3,-1,0,0,0,0,2,0.48852459,0,0,0,1,0,0,0,0,1,0,0,0,1
5383,5383,0,3,31,0,0,2,0,0,0,0,2,-1,2,-1,0,0,0,0,4,0.48852459,0,0,0,1,0,1,0,1,0,0,0,0,0
1041,1041,0,0,23,-1,0,6,0,0,3,1,6,0,5,0,3,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1583,1583,0,2,42,0,0,5,0,0,3,1,5,0,3,-1,3,1,0,-1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
685,685,0,0,35,0,0,2,0,0,3,1,2,-1,2,-1,3,0,-1,11,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4866,4866,0,0,41,0,0,4,0,0,0,1,4,-1,2,-1,0,1,-1,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,0
1051,1051,0,2,42,0,0,2,0,0,0,1,2,-1,1,-1,0,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3457,3457,1,0,24,-1,0,6,0,0,0,1,6,0,5,0,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4401,4401,1,0,23,-1,0,7,0,0,0,0,7,0,4,-1,0,1,0,0,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,0
3661,3661,0,2,28,0,0,4,0,0,0,1,4,-1,3,-1,0,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
1555,1555,0,3,34,0,0,2,0,0,0,1,2,-1,3,-1,0,1,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
1202,1202,0,0,44,0,0,1,0,0,0,1,1,-1,2,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3899,3899,0,0,20,-1,0,7,0,1,0,1,7,0,6,0,0,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5049,5049,0,2,20,-1,0,9,0,0,0,1,9,1,7,0,0,1,-1,0,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,1
5888,5888,0,0,28,0,0,5,0,0,5,0,5,0,2,-1,5,1,0,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
5731,5731,0,0,31,0,0,9,0,0,8,1,9,1,5,0,8,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
987,987,0,2,22,-1,0,2,0,0,1,1,2,-1,3,-1,1,1,-1,36,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3862,3862,0,2,44,0,0,1,0,0,3,0,1,-1,1,-1,3,1,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
4726,4726,0,2,48,1,0,2,0,0,0,1,2,-1,1,-1,0,1,-1,1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
3419,3419,0,2,57,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
6068,6068,0,0,21,-1,0,9,0,0,1,1,9,1,8,1,1,1,-1,1,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,1
638,638,0,3,47,1,0,5,0,0,1,1,5,0,3,-1,1,1,-1,183,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
1519,1519,0,2,25,0,0,9,2,1,9,0,9,1,9,1,9,1,0,54,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2349,2349,1,0,21,-1,0,5,0,0,0,1,5,0,5,0,0,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
671,671,0,2,31,0,0,7,0,0,0,1,7,0,4,-1,0,1,0,35,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
